NewHash(v1.38),BaseHash
7D7A2E43E74E2EB8,E10AFFAFED85BE48
2BC338A7B21F4608,ED9E2F10D8093C4B
91C8E617F64188AC,906F86AA0011D5F8
64473AEFDCF47DCA,8CA9CB0F4A5018B4
AA0A52D24FB98293,6626CA37A88F93B9
B252BC036B525623,C61A3EA05D996D93
8B32ACE6326A7546,88F676C35100CFCA
2E0E1C2B4F6CB339,DD3EBE641B253A60
FBFC01CCFB35D99E,44FBC864916E75D4
94495889E22C6479,57605ED0D405D759
6D9F5FAA7488BA46,9B9082138A642C14
B0760331C7AA4155,986C539B536E0ED2
305C8DCD79DA8B0F,6DC4D8B66C3E0EA0
CBBDE6D335D6D496,C3AFE2B8AF48FCC8
3DDA37128DD1ACA8,BA817770948E3E78
433083750C5E064A,1A1227D4CEE3DA07
0B919E1FB47CC4E0,51DFBD0C8F08B01C
0218BA067D249DEA,8A11116E71D68687
F99F62004024D506,50C48398530754F8
CD536C4D33DCC900,BE8D6442209B4BDD
1098355A16064BB3,0B567AA96312A58C
BF286C554784F3DF,4667D737506FA411
4E404A9361F75BB2,908A86F0761483FA
B938B7E6D3C0620C,70B32E52933EF2FB
B51B9AB9EF81868C,F8B82D90D38269BC
80C527893080CCF3,53DE9210BC084E9F
23227DF0B2115469,13BE4EB24A70451F
A200EB1EE790F448,684B55BC7BEF0475
621873ECE1178967,B4FD317C5D645749
075F1D57402C93BA,420B496D49AF95B0
29B487C359E19889,873EC65453DE323F
14FC5833464340A8,A9105DE2F9AC7705
D1B0F412F109EA5D,AB0596591A2DEF66
B51194800B257161,4EE8324979A597B2
0FB82563989CF4FB,97862ED5AE1B8593
FCD5C8E06E502F5A,D5504E3827DE12F9
46399A7895957C0E,F5A3E4A97D6F6DD4
1654F24A88A8E3FE,F5750F4BE463C4A9
DADFADA5A20143A8,D8BF75DDE51AF918
30B4FA1C82DD4B9F,EF13346F42FA56B2
05A42BA9FC8DA96B,006C21F24C520D6E
8D9DF6ECA8768583,FABAA0305A651C20
DF7E3EEB29642C38,B0E3D695A2277296
781B3D62BB013EF5,77CF3E92F49E693E
11DB3500F042A8AA,73E3E38B4B4C9610
45F6D8EEF34ABEF1,EBF08082D648C482
7D5DABE888D2D074,78AC08919151D27D
C23DE0E91C30B58C,FA3CD2A976F07F94
228D3D94F8A11C3C,7F16E6FC0336C986
2432784ACA090DA4,702696330F8E5676
784BA7E0ECEB4178,B40BF1E5B5AFAF2C
B094BC1DB4018240,65A06F27C41E6D59
7679CC1BCEBE3D4C,FE78707C87D69372
6FDDF453C0C756EC,068B689C2D0BFA82
078EBE9809CCD637,55A70F08F08A3A71
64F62AFB081E260D,0456854479F13C29
AA51DB313C010A7E,8E2E721D21D4A751
625B774D75C87068,8473A1F68B5B0B4C
0A50A1EEDAD01E65,CE1DD60A1DF5A973
DA95EA3317CC5064,1B921275475F821D
5BC448CB78FA3E88,3C3DD4D53CF82FCD
0E46A3FCBDE2A1B1,ED103B8F7F8FFD20
5C3D0A935F535C4C,51AB337672378CD6
E465D4AB7CA6AE72,16020875C2E3C69F
25129531F77B9ED3,E832E9D52B06C404
8BDC7BFC57A81E76,F3E259C0E75D235A
1AE42C1660FD6517,48558536A19BA88A
4487C259F0F70977,3778FB1E5EA800F9
FF071FB798B803B0,8A60906D0693350F
ED3C76ADFA6D07C4,E42F1250E0DFCBB7
126EF75F1E17ABE5,3121C04DAAA58886
02B15662D7F8886F,7A4185C9A76C12B2
C449EDED9D73009C,9065E9E298F1BC11
E7CF3C4F9F489F0C,83E7671FB1B0EA3F
B69317BF5E782347,13F856602366FE17
31B73D1EA9F01DA2,961F6202C2192265
AD15F075A4DA0FDE,BD99B1A905B5473C
845FFC3A4FEEFA3E,38684A9B76A50D6A
A151A7394A214E65,1275587246A96F24
C6033D32241F6FB5,22F92F5B8350C9B1
5891CAC5D4ACFF74,284BE2EA89FED4E1
9FF447B6B6AD960A,871872B056B950EB
9B128DC36C1E04CF,4EAA932BAAB38AF6
20CE80B0C2BF4ACC,733CCC70A38EA8EC
FD4CCDBCC59941B7,CDDAB3241735D813
F9800AA1A771B000,B30D2DEA3AE60A3B
D71649DB0A545AA3,836F48E8C4A773BF
9870ACFB89A90995,A3EE9E61D762C09A
2975C866E6713290,E5B011B4A813BDC4
2DDFF3FB9075D747,55F855356D92E38F
7F93691AB4B92272,7337EEABC2904130
C5042CC6F5E3D450,CC7E6EA219FD8BAC
A3BB2E9555C05A8F,8AE96123FEE66A18
2F09F7976C512404,80F28BAD1826C85F
DF0D54BE7A776737,6DA4474B7AD4DD92
A9A41C1E940FB0E8,DBF5BCD703020A83
C6F580E4C94926AC,55990FEFA064FC71
0EAEB0DB4B132399,A66693527106D3DF
841142A1376E9006,B2A402D1CC70DD0F
1E7889778264843A,B71414EE828DB2E4
595583281858626E,188CBF668898CFC7
A9D1795CD5043663,022439E5AA6F1B87
F28965D04F570DCA,EE90D1369E1800A2
D39D13C9FEBF0511,9DB527289091237A
261CCE7EED010641,8BAFB6B897BD2A31
AABB1F56E2A17CED,1F2C4D3A741ED5AD
77B612531280010D,3840DB3ECC7D0818
5B84D09CEC5209C5,98501142AE80A99C
BFD8727AEA3CCEBA,FD866EC0672D68D5
02EC0AF5C5A49B7A,BEFF25A5E38D38C3
4F8A26A890FD62FB,A1108F381688010B
E1615EC03B3BB4FD,A65C4F563B7CF68E
DD19FA1C6D657305,F22CC2CA28E44D4F
2CA429C029CCF247,0EFDA7B3FFAA82B3
AF348AFCB575A441,B2A9D75BBC6A614B
399685DB942336BC,F61F1F4A0D94EDED
405DC2AEF6AF95B9,BF23B723720BC1A6
B56BBBCC2955D9CB,E807694ABD40478F
0546524ADE2E9723,E13F3E0ED3407B90
E40C1C56DF95C2E8,F2CEEA627AD5A24B
8093F23ABACCC7D4,199F05544A69FB20
4C6A6451C79E4662,30700B4AA35835FD
B2CBCD0930DFB420,4C6F400CF30C1680
2E05208086BA0651,36C2CA307C00F187
34F060F4BF92E018,9469E3DA4B5A7A39
A97F257D0151A6AB,89162DC1A9F25845
EE01041D559983EA,494E8A58F41F5F54
D3DBCE61A490BE02,EDC0317C5B604BB1
40C8656EDAEDD569,80C744B6449E4AEB
C0741A26499654CD,1F2ACFAC81F93E2B
5B50ABB1FE3746F4,4D06F23E397097AE
4A4722448F18EEF5,BE0E1FA08021D61B
87D51D72255D4E78,32781653075794DC
8517D4A6CA8513ED,7F242B062024F1F2
F8155A7F03DDFC8E,51B4DA0915C08A6F
C7272775B4DC786E,903CBC9D71D2160E
DFD5033FDBA0A9C8,C51EC1626E7099CA
95EB9964FF5C5C65,C6FB16A6BCF56FEE
90D2156198831D69,35E41B8570BB9549
B33E291AFA6BD03A,6C4C1F2A776606FB
697157CED63F18D4,D193745144D2934C
AE99FB955581844A,451AB475C3CD97F2
CDE5E70C1DDB954C,3B66C3A0C8E439B7
BFDF984E2C22B94F,A4D8C1146083E26D
51BB2D88D31A914B,63A152463BA5D8EC
192547247864DFDD,0D8475829632C03A
8ABA6AF54B942B95,84AD61D029E3B23C
BB03C38DD3FB7FFD,5B1CC5FA6ED00371
DD9B9B385AAC7F5B,BA7E979B202649F9
DE7465A27D403C06,CAE2D0DD92A9241E
69DEA3E9DB727B4C,CD3872DF8178C437
0A436B8643716D14,A0E8779046AF59B1
1E34710ECD4AB0EB,E907BE2B8D7631B3
BAC038F7459AE5AE,0D9118860A976DFD
7D304C1C955E3E12,864557F89941B870
53AF99BAA671CA47,ACBF3CDEE04E0AEC
560A43136EB58105,F1A4298C3391F2DD
FD280B4D7F3ABC4D,85054E7BF685BC15
C61B86C9F61EB404,0513A10C6415B57C
8A876A65283DD7D7,F153D8DD47F1DEBD
632106CC96E82E91,1567C6DF07BA7B08
212A8D0D2BABFAC2,A08B79ACC38AAA7A
F4C8CF9E353AFECA,379DF424356C33E5
E32EFE9AB4A9AA0C,47554D1FFAB68B45
58A850EAEE20FAA3,76A57C4C92ACF2A8
A0D3D71EA1086C55,2095EF3EA22BA3DF
95A88F0B409CDA47,FA4E6005E549B59C
BF1A602B5BA52FEE,6F21DC8C6FD88FCF
2A56C06EBEF2B0D9,F81CBD28BD382566
73518ECE2485412B,086D6A5A13971863
C396F5B86FF9FEBD,6821684DCC498EA1
79D3B596FE44EE8B,4544B07E5BF6339C
31B927BBC44156CD,764D10CFB2EDD065
77B21BE7AC540F07,79C3AEC4C7C91A54
DC2C5C242AAC342B,63EC3B3BCF4B0D48
758F49C24925568A,20134BB1D330FA8F
7AD9E6CE657D69E3,E798A823945FC1EE
34E710FF01247C5A,C55DA02D18D77322
394B9CD12435C981,1C6FA6A93BF99EA4
F46CDC33180FDA94,BD366067DA5DC0DE
0DB57B41EC1DB083,0F2D318764C61F56
9541D3CF0D398F36,B04D76ED3835CFA3
33E179436C0B31DB,3C11038EDEC5E20E
D966D51AA5B28BB9,2DA7EDA3305A5996
3A815DB3EA088722,FEC8B0A512DAD49D
70DB57649FA8D0D8,AFB5FBF26893A713
150E808B375A385A,91D57FB32DCF8FCF
61B6775E83C0DB6F,701F3D7B93A13EA2
1EE7063B80FFC77C,E99504CC51D09E54
2FA133A4A9D37ED8,B57B6688CB06F008
BA01E7B6DEEFBBC9,D5969825AE0DC560
9088EB5A43FFB0A1,CF882B151A34557C
0CDDA42F9E360CA6,FC234AFD088A85AB
E163A4BCE4DE6F11,E58535D63CA64820
79F020FF9EDC0748,1B0723EFE914C031
38FE1EC73743793C,80F5692905AB0149
FE3F9C29F7B32BD5,7FA7EB6FAB2D276F
3E933CFF7B111C22,8B508186238D2BEF
69F5C3BD0F3EBD89,E4E378D0EAE3FA32
E12ABE5E3A389A6C,4901776E8778845E
A80AE305E0A3044F,1D43372AC14C8C87
92BAC8ACF88CEC26,0DF1FA6C09C3E674
D9175F941610DB54,A1916C23737EC7FF
F9034C136C9E00D3,E0FA63A00F898A62
02C8E5B49848664E,C1085DC8A8C1737B
D37401D78A929A49,7D394B326546E281
0D40EE2A7F2B2D6D,3A3136E2BFDF1609
54C7C4A94367717E,4C9F834EDF566D4A
DED51F703D0FA83D,149D9B4375AB4239
E3433EADAAF7EE40,FAF9E5F77F1A8F7D
D1F8363DFAD03848,5CB56864CBD74649
5D7B620DAE436138,C1A425C6F3193A36
C92717EF615B6704,FD11888B7E4927D4
F8BDBF3D573049A1,811451B8BA61B007
513403FB9C56211F,75AE23FD9355C8A0
5407B7288D0478B7,A937637D5E35176E
5443438F033E29C3,EA8F343F4C9D2883
0943E5B8E078E76E,7EDC239EB46006D5
76A18844E743BF91,19DBE2713450D968
F7D82B0D66777611,B2983177C3DDC168
C27009422FCCA88D,B4D939A0198820EF
DA488F299A5B164E,5FCF063A203DAE86
8B0FACEFC36C824B,CD9A33FC14D7CC48
B215AAC32D25D019,3FCA3350E87E4DB8
0D0A9F0E7BD91E3C,5F80FF59AFD5E62D
91B87C55093DE351,BF892E860FFE77C6
36E353271F0E90EE,13A4C28F44262AD2
AAD68E1AB39DA632,2991F881A49C91B1
29A28F3F8CF6D854,70593F5B4BDBCBCD
6671F3EEC681BDA1,6D2DD90EB5862871
46A6CC01E0826106,670A22CC926FF03C
F73EB622C4F1689B,7A0F33AA19956CEB
ACFB2463CC22BED2,74891A80460EA768
5AAB586FFEC0FD96,AA87C426DC96454A
F79F9DEF0AADE61A,E5E2E9A5C005A8E9
66680A92700F43DF,2D0F2BF9BAF6A1AD
39D55A620FCB6A3A,145AB994058F1720
2B16A3BFF1FBCE49,57E768AC24E0E82E
B7952076E444979D,03178B32FA4F2AC2
A9F9C2E0FDE11CBB,637C66DB5E571C4D
9BDF59818B1E38C1,44C4C2E7417F5E29
6CEBE002E58DEE97,BCEF29BBAC16D038
96E2929292A4DB77,5BBDCA451CB08E45
341DE7ED1D2A1BFD,01758128AAB0BA8F
1E77FA7A62EE6C4C,374867C10614D333
F033419D1B81FAE8,281588E106E4EDA3
F3FBE2D50A6A8C28,E619DE4F72F76E79
6D793F03A631FE56,4ECDF1AC3EC9ADF1
8BC52CDFCD2A4534,71794FDA9361403E
DE44A00999B2837D,9404A07A08FA1D0F
EB0A2B758F7B850F,FE9B2B065B8931FE
74C0E2A57EC66760,3BA50B117757EA3E
249E310B2D920699,DF9AB3C346705246
19F2A026EDF0013F,04E5165F663D7983
96695E368AD855F3,886ED6CA3B972F3B
C5868A966E5BE3AE,46B0B3A4244F35CA
4202BBCB8684563D,A0BD77D0A97C70E0
1374ABB7C15BAB92,820D4C0D8BFBB91C
14F19A8782C8071E,795A49E70BD3B699
58E2E0F23F6B76C3,2D64BC4D301915C2
FA4EFC79F69D4F07,3C20070426E380C1
EBD76F2359F190AC,30B0040AB4AF815E
F107E836A70DCE05,80B248E2554D9583
AF12610C644A35C9,87D30E8961D60915
00A1CADD00108836,950D9BA67C3302DA
14832BF2ABA53FC5,16798E70F6DC79A4
C79AE21974B01FB2,EB9046E5F59B1DB8
932C2D096A2C3FFF,1F9A96198946E6F0
8507BCB710FA6DC0,077B4D0A7F830A6F
8E06A6FE76C9EFF4,8D8037621076DC86
E361C5C71C431A4F,BC4B0376D5E2BD1A
51BC1ED3CC44E8F7,4EA6290996DE4EDC
D0837058AE2E4BEE,587426517A26C00B
EF662D8D57E290B1,25B325CC908EE6A5
6F259F82D873B8B8,6F75D3BB2E4578CE
B138AAB8A70D3C69,3DF34AABABC07A1C
AE2206545888AE49,968102705396C4F1
0BCA1D2C47B0D269,81E9B27A86C752C9
1B1AB132A16FDA55,7C7B4B110CA2BFFC
E0E500246FF73D66,A74E2F732B02CE87
69FE6DC87BD2A5E9,D758DE4966B8B70C
A23E821FBDF8A5F2,8890DA2FBFFABD33
93C8B64DEB84728C,EC2C573507E00881
16FFE42AB2D2DC59,8A3B6FD2C690C3CA
D75960F6BD9EA49C,68347C9EBA384C80
FF059E1E4C01E63C,017139B13A2573C8
EBA5AD3A0EAF7121,C38B8359D17794CF
B980061DA992779D,554AD8AE4683BF3B
D642319C54AADEB6,1206F00794A7055F
5B1F2E327B6B6FE1,89C6CFA39F6774B4
2B626A0150E4D449,CE86A17A749BBDBF
DC9274A7EF6B2867,CE5D3A25F4C496EE
8098C8D6597AAE18,C700800DCB05BD7E
B335F761606DB47C,18CE049BD4711A52
247F0F73A182EA0B,92F2FDB7CAFB0FD0
155467ACA0F55705,CA924A882B048BE4
754615490A029508,DC949C4A3FD76A44
C45CCDAAC9221CA8,B0307F369363B547
5096FD9CCB49056D,D24E3E0C2BE88D1F
643ED62D5EA3BEBD,BD9F36815B9331DB
3D42B92563939375,1780951D345B980F
BC5115A5A939DD15,4296541F2A4F9BF5
6170941419D7D8EC,9973C6A10108E1CC
34E82F05DF2974F5,09A7440D17F223C3
2D05CED3A38D0F3A,8BE0C51D3486F755
E2C9439ED45DEA60,200BB4DD7C4DB741
164ECBB3CF750CB0,60C60FC4CCF9DF77
B25DC90BAD56CA42,AEBEF7AEA5E74A38
B3CD58CCA6CDA852,CC406BD28B98B303
1A992DA297A4630C,B3CE8D9AA3CF7110
F5A2C681787E579D,0C456F50E9145299
6DD8F5AA635EB4B2,3B89B4AD3274A55C
8DB8CFFD58B62552,16EB94D2E38AD136
5B73C77D9EB66E24,B6C1B9E2FFDAEEDF
DB88A37483346780,7E12948ACF187619
521FB041D93DD0E4,9681B7444691EB29
9040DFB09BE75706,5F1D2FA6FBF403D1
A50ABC31E3CDFAFF,403A87C18C91C19E
2EAC52B4019E2782,1C8EA7DABB529A31
FCF37A457CB96DC0,3E09537707C40210
873FA65C778AD970,775EE0EF25FF3461
7F2F4F13AC5257EF,9DA00280321C87D0
38C16A305E8CDC8D,6421AF3DB6AF9597
A0CEFCEA390AAB9B,E4675F8FD44CF622
FC1E275A90D39995,CAE2ED65934CDBBA
BAABBB23EB6E484E,AD2289EA9C4D4F11
07F1BE2BCCAA27A7,723B88C26632AA38
6D6840CEE8845831,4CB6F58014173870
2170813D3DD8661B,293EFD9177EC62E3
2982BF73F66E9DDC,EAB4ED37EBFA63CF
F7B38B8305F1FE8B,774561E80A3178A4
2B4A15E44DE0F478,DA1F0FCE18FED8C1
B15162CB5826E9E8,790D618D34F7307C
82E7FFCD5B2326B3,F864A45AA21611D8
295D82A8559F9150,77FAF4469F9B5ED6
2C933ABF17A1DF41,81498BC667997F2F
D716F30D8C8980E2,CE76368F9C118E01
0368B3A838070348,F94D55021DC59203
27561561732A7842,1AAA5445D3C56366
8F7156A3142A6BAD,1887979EFA1D3BF6
5D6160275CAEC8DD,6F6F7115068877E4
5FAF9754E789FB47,ED24814ADAB539B1
A6E7F1CEB523E171,1A46D74ECB10E7F8
4700A416E8324EF3,7D879BBAB047C05F
D1C55B110E4DF534,AE57E698E5255D74
0D53A3B8DA0809D2,4A95E0F654DD603E
0E7E72961BA18619,2286C0F02D4FC21C
88C6814073DD4A73,4D2B6680250EFCC8
ED51733DC73AED51,F1E9457D924C3281
9F7BBA2EA6372500,183A27B2BAE59089
1DD5897E2FA6E7C9,9CE7E15C76541BC0
AB58C27C2E6123C6,4FC4B4B6AA7B8FEB
89215EC747DF244A,7B679A34CBECDEE2
62CA17B74C435651,C5A8254991E59BD8
89D630CF5EA96D23,A8367F71564DC09F
6A98C2ECF57FA5D4,6980F6E4D4AC14F7
891804727E0A98B7,902811AB4D3F0E4F
78015C9B4B3ECC9D,88E684C517DDFD83
D9EFB6DBF7DAAEA3,FC3D64AC1D955520
3F6167F351168730,7E8029344EE9DC34
4448EB75B4904BDB,EC173D75B3C8E9EC
EE08C992D238C5D1,D89D6925FE9F861C
D86D101FCFD00A4B,029675CF3DE15692
08C2D6C52A3104BB,70B374FDD9EBC3B8
5B48A06DD0E792A5,EE4ECD71860C0F1B
9689123E3F213AA5,8062E43B81472915
74DE2E8739086740,99A8BD51FA9613BC
26695EC767728D84,36E99F43D00365FE
CD9CC7E200A52A6F,84EEE2C0E652D707
386F6CE5BAF6091C,278BD89624D37226
5927F96A78577363,83E421E5A4A2A512
93AE6A61BE015BF1,D39FDEA586C82548
3C7D42D58F770B54,C08E749A208F1CB3
295E3CCEC879CCD7,6F51EE60F217DC8E
5746F3A7AB7FE544,730551DCA699D643
9438F7AD68771A20,2978CEBD6EE3E821
CD8A7537A9B52F06,A7E55BCB7431698B
D76632D99E4966C8,EB3F4ADC1A80B5E9
2BBA30B854534A0C,8B71145D9B8A20AA
78C0D93253149435,19B51B1E0B878852
0E48D1C262390950,DC2AF9AB32FB87A8
AEA8FD591FAD4106,BD74B9C9BB5E1622
A61B4DF533DCB56E,C18B7B2430ACA41E
A549C3B37EA28131,2C7A52191F8DFF00
BC9490CA15AEA8FB,60B6E503C771D350
CA7DC8329F0A1E9E,7BFD277DA739DB2B
8BB4EF4214E0E6D5,64093E028DB051CB
866A4A5FAE349510,1BECDB6869A407B9
9E8C908F41584ECD,FEC4BF4E27AF2652
8A7391690F5AFD81,E34405F82AAC89BC
7C6B0C22F9F40BBE,A13444986DC34E90
90370EBE0FEE1A3D,ECFB0C5E2DC55F26
2A7819605465FBCE,AFAEFCA67BF09E72
9F3480FE65DB31B5,4B75B1FF20EA3A22
E054346CA3A0F315,731992816BA6C01E
D2A71E1A77418A49,5590FBCD51709DFE
318234F4F3738AF3,472AC3055A188881
8EB2F69076AF7053,4F43E4CBAEE198B7
E184F4F0DC5910E7,2614BD180D42D9AF
B57D8DD645CFA2CF,601B0DFD9B0102A6
3311E47B91EDCBBC,F8CB06E00EDBA43B
816F6981C60BF53B,1EADA8BA12D47EAB
EF0D582CBF2D9B0F,6C8A8DADCB013067
B302244A1839BDAD,6EE2AE2D8DD2827E
C694D74949CAFD0C,823A242AE0E78CEF
4102C7858CFEE4E4,D36B81D2E601144E
67EEDEA1B9BAFD94,A2A7DE2914591E35
AD6DACA4BA53E0A4,70729B766882A4DF
F7F203E31F96F6A1,BB1652A1D9D499DE
0BDDB8D9EC6BCF3C,95C1F609605A12FF
813A0A7C9D2E831F,8070052C0707D4F6
2F8B4D1C595B11DB,2F9A44C36266ADC7
B9D0DD990DC141DD,8EB7D0F716229BFB
7285951DBF6B5A51,46C952E7556557FA
6CD5A433374D4CFB,CA70422943A4EC8D
F297383AA91DCA29,05FF4D131FAE1483
E4723DB6E736CCFF,B263F75DA9A6E89D
10AB107B887214D8,41ECB80EC1B45893
7AA80209BDA643EB,0AA1D616883C0FC5
0FA6E4B75F302400,C24DBD6705C8F67E
3B6405E8AB34A907,ACF48634C49FCE07
2DB492222FB21E26,2802DE2B1DABE4B3
70793BDCA1E854D4,064DCAED924C10B6
5F0C4B5B1C393BE2,498BA68C5EC86A24
45BBCBA77C29A841,2B28BAEB9F9FF900
CD5003B097200F36,4A94160BCA2AA1B0
FBA08C503DD5FA58,3A63BEB7A1E25FB1
80EC48E6679313F9,21C88062F3ECEF83
BE339365C863BD36,214E857DC196E5F9
D6A86331A537A7B9,28E91B800C85243D
6E31B91145873922,1C277775F2803AE9
8EF07E15701D61ED,6DA51A6C96AD7E4A
4669B3ED80F24B4E,A4A022C8F062BB1D
9134873537FA419C,6A86865E010A134F
A1CADDCD98415A41,4125EF80FB471BDD
0759591819534F7B,D9F4B63D8750476C
46F2193B3AD1D891,32ACAD4C598AE7FC
E03B3F2D3DC59B64,BF779C7C48AED2CE
304AE42E357B8C7E,573C7DCF0ED57602
9B53BB6E8943AF53,2AA99ECF9FBD1E5D
08DA95E8298AE772,41D7811563AAD1B1
74CD9A9327A282EA,5FD2A95A2EF3EE7B
9D74AE343DB65533,6DD7E97514747039
0355EF116C4C97B2,1141BA8DE722BBFB
FF1B8B4AA1C25DC8,D0AC51DF5D1C2659
279D50DE5652D935,058C28579D81FB08
7D80FD645D4DA346,9C6D92A07D6159B7
2DACD605FC681475,0829510481BBFC01
950A154B8DAB6185,254CD34043BCDA6F
029FE7CD1B7E2E75,D8C5970C104EE9F9
8B2FD4560E55DD2D,8EBD542C90FF0C85
92D6A88E64A94430,6BED7510491CAF98
4AACB96203D11A31,884D6C481876A0F1
BDA07E5950085E46,F1C01CFF96F363D4
9B12F9A24FABEDB0,E4A6748E7882C71D
1E982AC8716912C5,7B909A35D7290F2B
447C1E9EF844BC0F,C27B75C8D0D50C8B
FEFCF11B01287125,605FFD8506384662
A9B61A329BFDCBEA,2A239992287F3DF9
A36BFB5EE89F3D82,6C02633F946DBCB6
8EDF950167586B7C,7EF4DDED446C3ABC
23083260DEC3A551,9A0EC5DB2A338EC8
B043ECA801B8CBC1,329F8255315B16D5
AF8A443CCC8018DC,65664FBD953871D5
112942C6E708F70B,902B17700357F3C1
33A8F7F7D5F7F33C,91B8E16D0EB126A5
BDA5DF49D080FE4E,486135364ADC7F93
E4B90F367BD81752,DF70785EF230F74E
AE306F2A904BF86E,64B711F5179A0CEC
F0B67A4DE6AB5F98,13520157939D4329
7F08E26039C7347C,1CEC5D2C507199F5
ED7F7EFE9FABF340,83B972AB639B4420
5CD3CB88A7F8850D,24FAD4EF67DE59EB
C3287EE3050FB74C,D17465D40BEBC86E
A11700682F3AD45C,7404749A8C3BD799
CE4E5D9B0A4FF560,F7E5756D14B1844D
01F73A131C18CD94,88718F88EB6B8FD5
C5BC038960E9DB27,41BE3F722FC386CD
3658E8CD94FC121A,5478C744B6AAC199
D27058A1CA2B13EE,95090C59AADEBECF
906B778CA1DC72B6,4D9115464D37FCEB
C27E1CC2D795105E,85D9696FF3E31D8A
357BF1136612718A,8D5B2CAB16E07F01
83BCCE3224735F05,F22DAFCF97993B9A
4DFDD9EB705F8140,3601BCA33ECA8B49
9AB9C1CFC8862DFB,9C02B660CDCF1292
9FEDF86898F100E9,F3EB9A843D0AFBBC
D53ACDBEF24A46E8,21A209761841277F
45E816772E93A9DB,CBE767DE3A8F805F
04F8FC8FCF58F88D,8402ED2BE630F8B6
F3AC26D3CC576528,4CBE04CA930284D5
0A6DB4965674D243,E5113E3AD074FF61
48621C9FCA3EBD28,EBDFE18B261316C1
81CBAE94390F9F89,C7EF1AC7845F532D
C7EF1BA83230BA07,C6E0F466730B731B
AC678E40BE7C74D2,68C3D9A4D2B4D08D
EB9DC3C7D8596C46,ED4E91A1FC7ABBF6
94D94BF1A75AED3D,C11F9242D7BDABF9
3D3D15AF7BCAAF83,DC1ACDE6E645E5EF
A905192A6781C41B,E6611BC25F4D0CB3
01A898D26E2333DD,297D19A25D01587C
DE2EF5DA284CC8DF,4A70C67E8FD1FB85
CE58B1CFB9290813,2542B03313A1A1E5
19531C47A2ABD691,794B41873ABF6033
FB8794444A7D60FB,2FD44C03FD3FFB0A
F5134943EA29868C,F0BCF093FA825DD6
9824CFF8FC66E159,E4A44F2D00EC6F08
41FAA8FB2ECE8720,70BD0C4D306B4544
A9575F812C6A7997,2A028CECB5C52BB2
34C9EE5986258415,B9CAD409CA056D50
74E20C9145FB66FD,2FA81C60CF2A8DC4
A09F896CE912481F,7346ED3FBAB95B50
D7AE6C9C9C6AC54C,FB03099134FEF45C
B1D2BB1E1631F5B1,78309CE3B999A279
BED9F5693F34ED17,F0C42619E4568EBE
6325D1A044AE510D,3BBFB91FC84F6C2A
439E9BC95B7E7FBE,3287C8255BCD5846
6E8834B52EC20C77,58DF9C9B7E628ADD
8DE69FE35CA09A45,EB394039A41B68FE
51455483CF23ED97,5E3585E4AFD19C6F
876046A8E3A4B71C,8DE28588CE3990E2
DAD37F45428801AE,9B8D025C6C2200C5
DCCFD3F106C36AB4,C94CED3B37BC6B1E
7504C0F113AB50FC,911B702AFAD692AA
598803E85E8448D9,502E71B1C8F70479
A2297E18F3E71C2E,813E6E9F3A82143F
B2D0BDE54F0E8E5A,0BFA0C1103173C87
97FF36A1D40EA00A,066FC15C60D0E579
5D5479D115290C3F,428E53309485BE70
8FA9C42FC5D7C64B,B4632FAC2A0DD490
E266ED23311F24D4,ABE35643ECAF1CBD
19BFED045C647C49,DA36268848D37664
17DF68D720AA77F8,1B696F6F424F184F
921CE12C489C4C41,32E225D6BB070AFA
717E4D1F2048376D,0F8BF24FC23AD672
30ED88D5E0C56A37,9AC63BDB9DDAB5FD
D01015C7316AE176,9D6719338AAFFE00
2D537BA194896636,C77621DA349D52A6
21C235BC64831E5A,2D03FF047BE9813C
E95B0C7D5BA3B96B,E2145C68E17733E5
ECB2FC7235A7D137,753505F4EAD53B36
F4080490ADC51C6F,28CF45BC0F98DE7C
F56DFB7B61BE7276,C17E71BC1629DDDF
7F8F6405F4777AF6,B021B000E378B72D
13337B38DB572509,E7F34EDB631EC2D3
54F157E0336A3822,6D4CA05FBF4554E4
B4F47213DF45A64C,9982FE3B4C236AFB
B0A6CFD2C69C1088,FF15DAFB540CAC53
D5BB4025AE449A4E,3AB1EF8B99970B6D
28A04B411933F8A6,ED57EB73724BA9AB
E37F721824571784,6E4E37932EE272C4
F7DDEBEC43483C43,BF5C5F5AE019E25E
84D32B3BEC531324,199AF8DA5732869E
FF300C7649724A0B,7CAF83C1CEFBCF89
863B23EFDE9C5DF2,BB6CECEE064309F6
736A718577F39C7D,62C1E89BAB0A90DB
5B76B14AE875C795,1993C816F91DE0CB
63C6CCA8E68AE8C8,12CE1CDBAD8161A5
AA0BC91BE0B796E3,05524C2A43660E7F
16469284DB8C62B5,F706462DA6137097
FAFC23AEE23868DB,218EFF05BEB64B10
972BC203BBC4C4D5,5196D2A581169EA1
1950DAE9848A4739,D813CC47F64D347C
D24D37CC275948CC,3F5EA4DC99C798CC
697F508861875B42,F565EEB8725037F3
A17784FCA9548D15,F3C80B2E954772A7
DCD4EC3F419D02FA,BE979A383F439BD0
5234F9F10919EABA,3E8724B048C8403E
5B4E4C817FCC2DFB,2EBAAC7478326ECC
13127EC3665E8EE1,778AD4620A6469FB
C3330A45CCCDB26A,004B4DE459D9277C
4D41783FB745E42E,7508AE96782B0441
E2892E7E55D7073A,9113A3C615625C95
